Q296	2	6548	Claude_Monet	164	0.21363636363636362	3	[2;1;3;4;35;6;7;10;20]	[]	[]	[2]	[2]
Q7322	2	5635	Christopher_Columbus	108	0.21363636363636362	3	[1;2;3;4;6;500;10;250000;39]	[]	[]	[1]	[1;2;3]
Q218679	1	6928	Colette	172	0.3	3	[4;1;2;3]	[]	[4]	[4;1;2;3]	[4;1;2;3]
Q154556	2	17268	Karlheinz_Stockhausen	148	0.21363636363636362	3	[1;2;4;3;7;6;67;5;8;75;13;21;60;70;10;77;56;57]	[]	[]	[1]	[1;2;4;3]
Q9161	1	16567	Josip_Broz_Tito	197	0.3	3	[1;2;6;3;5;14;80;18;4;20;727;92;32;98;59]	[]	[1]	[1]	[1;2]
Q30875	2	22614	Oscar_Wilde	27	0.21363636363636362	3	[1;2;3;4;16;7;9]	[]	[1;2]	[1;2]	[1;2]
Q9588	2	25473	Richard_Nixon	153	0.21363636363636362	3	[1;2;3;4;5;10;11;100;300]	[]	[1]	[1;2]	[1;2]
Q171411	9	22680	Oda_Nobunaga	171	0.004545454545454545	3	[1;2;3]	[1]	[1;2]	[1;2;3]	[1;2;3]
Q40912	4	11181	Frank_Sinatra	139	0.10909090909090909	3	[1;2;3;4;10;5;6;7;12;16;17;36;44;100]	[]	[1]	[1]	[1;2]
Q154770	5	67025	Arnold_Schoenberg	21	0.05909090909090909	4	[1;13;2;3;6;12;5;15;42;4;10;21;47]	[]	[]	[1]	[1;13]
Q33977	1	15770	Jules_Verne	45	0.3	4	[2;1;20;3;4;5;6;11]	[]	[2]	[2;1]	[2;1]
Q45682	2	49644	Jean_Sibelius	58	0.21363636363636362	4	[1;2;3;4;7;6;100;5;13;16;91]	[]	[1]	[1]	[1;2]
Q410	3	6824	Carl_Sagan	145	0.16818181818181818	4	[1;2;3;5;6;7;500000000;13;600;60;62]	[]	[1]	[1;2]	[1;2]
Q8704	1	32917	Walt_Disney	163	0.3	4	[1;2;4;7;3;6;22;59]	[]	[]	[1]	[1;2;4;7]
Q180962	4	189774	Norman_Mailer	73	0.10909090909090909	4	[1;2;5;7;29]	[]	[1]	[1;2]	[1;2]
Q152384	1	63093	Joan_Mir%C3%B3	102	0.3	4	[1;2;4;23;25]	[]	[1]	[1;2]	[1;2]
Q1001	4	19379	Mahatma_Gandhi	59	0.10909090909090909	4	[1;2;3;4;10;25;100]	[]	[1]	[1;2]	[1;2;3]
Q9215	2	26743	Sigmund_Freud	34	0.21363636363636362	4	[1;3;2;5;4;17;24]	[1]	[1]	[1;3]	[1;3]
Q7200	3	52790	Alexander_Pushkin	40	0.16818181818181818	4	[1;2;15]	[]	[1;2]	[1;2;15]	[1;2;15]
Q167654	6	46089	Frans_Hals	166	0.03636363636363636	4	[1;3;5]	[]	[1]	[1;3]	[1;3;5]
Q2516	1	41901	Helmut_Schmidt	144	0.3	4	[1;2;4;3]	[]	[]	[1;2]	[1;2;4]
Q45546	1	33925	William_Wordsworth	155	0.3	4	[1;2;3;99;5]	[]	[1;2]	[1;2;3]	[1;2;3;99;5]
Q25089	4	32901	Woody_Allen	198	0.10909090909090909	4	[1;2;3;4;100;13;453;7;8;10;15;17]	[]	[]	[1;2]	[1;2;3;4]
Q42544	4	30479	Thomas_More	95	0.10909090909090909	4	[1;2]	[1]	[1]	[1;2]	[1;2]
Q318462	1	10393	Edward_Bulwer-Lytton	170	0.3	4	[2]	[2]	[2]	[2]	[2]
Q36107	4	63747	Muhammad_Ali	123	0.10909090909090909	4	[1;2;3;4;7;6;5;12;15;8;10000;19;22]	[]	[1]	[1;2]	[1;2]
Q80596	1	2310	Arthur_Miller	184	0.3	4	[1;3;2;4]	[1]	[1]	[1]	[1;3;2]
Q43203	5	43373	Clint_Eastwood	190	0.05909090909090909	4	[1;2;3;4;5;6;10;74;29;30]	[]	[1]	[1;2]	[1;2]
Q184226	1	12557	Gilles_Deleuze	174	0.3	4	[1;2]	[1;2]	[1;2]	[1;2]	[1;2]
